Entity,Code,Year,Share of global annual CO₂ emissions,Share of world population,World Bank's income classification
Cameroon,CMR,2055,,0.56424683,
Cameroon,CMR,2056,,0.5713701,
Cameroon,CMR,2057,,0.57855225,
Cameroon,CMR,2058,,0.5857862,
Cameroon,CMR,2059,,0.5930235,
Cameroon,CMR,2060,,0.60025525,
Cameroon,CMR,2061,,0.6074637,
Cameroon,CMR,2062,,0.61464787,
Cameroon,CMR,2063,,0.6218197,
Cameroon,CMR,2064,,0.62899673,
Cameroon,CMR,2065,,0.6361843,
Cameroon,CMR,2066,,0.64336735,
Cameroon,CMR,2067,,0.6505273,
Cameroon,CMR,2068,,0.6576466,
Cameroon,CMR,2069,,0.66475487,
Cameroon,CMR,2070,,0.67186767,
Cameroon,CMR,2071,,0.67898047,
Cameroon,CMR,2072,,0.68611157,
Cameroon,CMR,2073,,0.6932245,
Cameroon,CMR,2074,,0.700325,
Cameroon,CMR,2075,,0.7074153,
Cameroon,CMR,2076,,0.7144385,
Cameroon,CMR,2077,,0.72144514,
Cameroon,CMR,2078,,0.72845125,
Cameroon,CMR,2079,,0.7354294,
Cameroon,CMR,2080,,0.74242723,
Cameroon,CMR,2081,,0.74940526,
Cameroon,CMR,2082,,0.7563035,
Cameroon,CMR,2083,,0.76316494,
Cameroon,CMR,2084,,0.76998395,
Cameroon,CMR,2085,,0.7767615,
Cameroon,CMR,2086,,0.7834885,
Cameroon,CMR,2087,,0.79017735,
Cameroon,CMR,2088,,0.7968406,
Cameroon,CMR,2089,,0.80346155,
Cameroon,CMR,2090,,0.8100355,
Cameroon,CMR,2091,,0.8165505,
Cameroon,CMR,2092,,0.822991,
Cameroon,CMR,2093,,0.8293776,
Cameroon,CMR,2094,,0.83575714,
Cameroon,CMR,2095,,0.84207886,
Cameroon,CMR,2096,,0.84834796,
Cameroon,CMR,2097,,0.8545965,
Cameroon,CMR,2098,,0.8607844,
Cameroon,CMR,2099,,0.8669192,
Cameroon,CMR,2100,,0.87302834,
Canada,CAN,1785,0.020395068,,
Canada,CAN,1786,0.019861775,,
Canada,CAN,1787,0.019428255,,
Canada,CAN,1788,0.018998012,,
Canada,CAN,1789,0.018445963,,
Canada,CAN,1790,0.017962463,0.08665894,
Canada,CAN,1791,0.01750451,,
Canada,CAN,1792,0.016708305,,
Canada,CAN,1793,0.016432513,,
Canada,CAN,1794,0.016270231,,
Canada,CAN,1795,0.016419267,,
Canada,CAN,1796,0.016563166,,
Canada,CAN,1797,0.016586632,,
Canada,CAN,1798,0.015857402,,
Canada,CAN,1799,0.013330808,,
Canada,CAN,1800,0.011171293,0.052361924,
Canada,CAN,1801,0.011454994,,
Canada,CAN,1802,0.0090894485,,
Canada,CAN,1803,0.012404148,,
Canada,CAN,1804,0.011533191,,
Canada,CAN,1805,0.011724118,,
Canada,CAN,1806,0.01120331,,
Canada,CAN,1807,0.010121365,,
Canada,CAN,1808,0.01032177,,
Canada,CAN,1809,0.0100842705,,
Canada,CAN,1810,0.009277755,0.062116038,
Canada,CAN,1811,0.009119718,,
Canada,CAN,1812,0.008977197,,
Canada,CAN,1813,0.008891879,,
Canada,CAN,1814,0.008676985,,
Canada,CAN,1815,0.008406125,,
Canada,CAN,1816,0.008053352,,
Canada,CAN,1817,0.0074356804,,
Canada,CAN,1818,0.007129513,,
Canada,CAN,1819,0.007194164,,
Canada,CAN,1820,0.0072221127,0.07717453,
Canada,CAN,1821,0.007038121,,
Canada,CAN,1822,0.006782458,,
Canada,CAN,1823,0.006501323,,
Canada,CAN,1824,0.0063629188,,
Canada,CAN,1825,0.006033176,,
Canada,CAN,1826,0.005969164,,
Canada,CAN,1827,0.005573592,,
Canada,CAN,1828,0.0054947534,,
Canada,CAN,1829,0.0055257776,,
Canada,CAN,1830,0.004117386,0.10202852,
Canada,CAN,1831,0.0044011534,,
Canada,CAN,1832,0.0044632987,,
Canada,CAN,1833,0.0044012573,,
Canada,CAN,1834,0.0041278414,,
Canada,CAN,1835,0.0037618224,,
Canada,CAN,1836,0.0034276787,,
Canada,CAN,1837,0.0034501129,,
Canada,CAN,1838,0.003461657,,
Canada,CAN,1839,0.003341449,,
Canada,CAN,1840,0.003083954,0.14054926,
Canada,CAN,1841,0.0029992089,,
Canada,CAN,1842,0.0028317755,,
Canada,CAN,1843,0.0027680118,,
Canada,CAN,1844,0.0025808916,,
Canada,CAN,1845,0.0023627519,,
Canada,CAN,1846,0.01626361,,
Canada,CAN,1847,0.019307159,,
Canada,CAN,1848,0.023210777,,
Canada,CAN,1849,0.025740344,,
Canada,CAN,1850,0.029781414,0.19241513,
Canada,CAN,1851,0.03502189,,
Canada,CAN,1852,0.04059441,,
Canada,CAN,1853,0.047225848,,
Canada,CAN,1854,0.048845947,,
Canada,CAN,1855,0.057720773,,
Canada,CAN,1856,0.064524285,,
Canada,CAN,1857,0.07688142,,
Canada,CAN,1858,0.09238643,,
Canada,CAN,1859,0.10414177,,
Canada,CAN,1860,0.11467282,0.24666466,
Canada,CAN,1861,0.13116062,,
Canada,CAN,1862,0.1574736,,
Canada,CAN,1863,0.18535529,,
Canada,CAN,1864,0.20577966,,
Canada,CAN,1865,0.23423913,,
Canada,CAN,1866,0.2765948,,
Canada,CAN,1867,0.33148792,,
Canada,CAN,1868,0.19116771,,
Canada,CAN,1869,0.13057508,,
Canada,CAN,1870,0.22826391,0.27928245,
Canada,CAN,1871,0.31252667,,
Canada,CAN,1872,0.29267335,,
Canada,CAN,1873,0.23990674,,
Canada,CAN,1874,0.25819144,,
Canada,CAN,1875,0.27545312,,
Canada,CAN,1876,0.26899725,,
Canada,CAN,1877,0.2872775,,
Canada,CAN,1878,0.2726123,,
Canada,CAN,1879,0.2874125,,
Canada,CAN,1880,0.60977304,0.30313635,
Canada,CAN,1881,0.6296717,,
Canada,CAN,1882,0.7055408,,
Canada,CAN,1883,0.74491066,,
Canada,CAN,1884,0.8519075,,
Canada,CAN,1885,0.8105044,,
Canada,CAN,1886,0.85194147,,
Canada,CAN,1887,0.93651587,,
Canada,CAN,1888,1.1085354,,
Canada,CAN,1889,0.9398498,,
Canada,CAN,1890,0.9500777,0.3127901,
Canada,CAN,1891,1.0184352,,
Canada,CAN,1892,1.0066774,,
Canada,CAN,1893,1.0901792,,
Canada,CAN,1894,1.0045589,,
Canada,CAN,1895,0.9049491,,
Canada,CAN,1896,0.94834226,,
Canada,CAN,1897,0.91492814,,
Canada,CAN,1898,0.9207461,,
Canada,CAN,1899,1.0289134,,
Canada,CAN,1900,1.0516654,0.3240937,
Canada,CAN,1901,1.1781491,,
Canada,CAN,1902,1.2361672,,
Canada,CAN,1903,1.2360483,,
Canada,CAN,1904,1.4468536,,
Canada,CAN,1905,1.4520317,,
Canada,CAN,1906,1.4693521,,
Canada,CAN,1907,1.6201911,,
Canada,CAN,1908,1.7018603,,
Canada,CAN,1909,1.5644037,,
Canada,CAN,1910,1.6962396,0.389006,
Canada,CAN,1911,1.9503956,,
Canada,CAN,1912,2.0721242,,
Canada,CAN,1913,2.2545397,,
Canada,CAN,1914,2.143756,,
Canada,CAN,1915,1.9461826,,
Canada,CAN,1916,2.2540476,,
Canada,CAN,1917,2.4024699,,
Canada,CAN,1918,2.5579104,,
Canada,CAN,1919,2.5080526,,
Canada,CAN,1920,2.3850238,0.4446029,
Canada,CAN,1921,2.5910707,,
Canada,CAN,1922,2.1265967,,
Canada,CAN,1923,2.519343,,
Canada,CAN,1924,2.0898821,,
Canada,CAN,1925,2.0116262,,
Canada,CAN,1926,2.3047664,,
Canada,CAN,1927,2.292564,,
Canada,CAN,1928,2.3465796,,
Canada,CAN,1929,2.3093555,,
Canada,CAN,1930,2.383665,0.4838156,
Canada,CAN,1931,2.143046,,
Canada,CAN,1932,2.1990473,,
Canada,CAN,1933,2.066283,,
Canada,CAN,1934,2.1857,,
Canada,CAN,1935,2.0542502,,
Canada,CAN,1936,2.047636,,
Canada,CAN,1937,2.0789177,,
Canada,CAN,1938,2.0224879,,
Canada,CAN,1939,2.1253016,,
Canada,CAN,1940,2.2237308,0.4918834,
Canada,CAN,1941,2.403473,,
Canada,CAN,1942,2.6307433,,
Canada,CAN,1943,2.72029,,
Canada,CAN,1944,2.7197595,,
Canada,CAN,1945,3.042933,,
Canada,CAN,1946,3.0035965,,
Canada,CAN,1947,2.7791314,,
Canada,CAN,1948,2.9095063,,
Canada,CAN,1949,2.7867203,,
Canada,CAN,1950,2.5991135,0.5511924,
Canada,CAN,1951,2.5492415,0.55513215,
Canada,CAN,1952,2.4647813,0.5604611,
Canada,CAN,1953,2.414839,0.5655761,
Canada,CAN,1954,2.4002793,0.5703494,
Canada,CAN,1955,2.276673,0.57398003,
Canada,CAN,1956,2.3946774,0.57807696,
Canada,CAN,1957,2.2333171,0.58337027,
Canada,CAN,1958,2.1640863,0.58751714,
Canada,CAN,1959,2.083431,0.59055346,
Canada,CAN,1960,2.053009,0.5935654,
Canada,CAN,1961,2.0605397,0.5958844,
Canada,CAN,1962,2.123573,0.5959451,
Canada,CAN,1963,2.0543046,0.593968,
Canada,CAN,1964,2.1948218,0.59187454,
Canada,CAN,1965,2.2272644,0.59035295,
Canada,CAN,1966,2.183951,0.5891135,
Canada,CAN,1967,2.3014507,0.58757126,
Canada,CAN,1968,2.3499007,0.58485407,
Canada,CAN,1969,2.2316816,0.58123136,
Canada,CAN,1970,2.2899146,0.5802938,
Canada,CAN,1971,2.2722569,0.5808111,
Canada,CAN,1972,2.3470025,0.5781886,
Canada,CAN,1973,2.231613,0.5741737,
Canada,CAN,1974,2.2903726,0.57111377,
Canada,CAN,1975,2.3268197,0.56866825,
Canada,CAN,1976,2.2177985,0.56598425,
Canada,CAN,1977,2.204435,0.56261516,
Canada,CAN,1978,2.1790464,0.5586719,
Canada,CAN,1979,2.2524161,0.55481184,
Canada,CAN,1980,2.2723467,0.5516176,
Canada,CAN,1981,2.2584865,0.54860234,
Canada,CAN,1982,2.1962416,0.54502374,
Canada,CAN,1983,2.1500654,0.5410013,
Canada,CAN,1984,2.1642795,0.5367929,
Canada,CAN,1985,2.0762146,0.53250694,
Canada,CAN,1986,1.9631757,0.5286537,
Canada,CAN,1987,2.0281436,0.52558905,High-income countries
Canada,CAN,1988,2.0632393,0.5236868,High-income countries
Canada,CAN,1989,2.0676851,0.5228084,High-income countries
Canada,CAN,1990,2.0151136,0.5215928,High-income countries
Canada,CAN,1991,1.9397659,0.51962584,High-income countries
Canada,CAN,1992,2.0574093,0.5176193,High-income countries
Canada,CAN,1993,2.0397449,0.5156113,High-income countries
Canada,CAN,1994,2.0816407,0.51356035,High-income countries
Canada,CAN,1995,2.088271,0.5115429,High-income countries
Canada,CAN,1996,2.0930214,0.50953317,High-income countries
Canada,CAN,1997,2.139267,0.50734454,High-income countries
Canada,CAN,1998,2.1792321,0.5049048,High-income countries
Canada,CAN,1999,2.1882656,0.5025362,High-income countries
Canada,CAN,2000,2.2197142,0.5005393,High-income countries
Canada,CAN,2001,2.172077,0.49902308,High-income countries
Canada,CAN,2002,2.1453412,0.49758476,High-income countries
Canada,CAN,2003,2.0990355,0.49586746,High-income countries
Canada,CAN,2004,2.0227456,0.49409217,High-income countries
Canada,CAN,2005,1.9343793,0.49249005,High-income countries
Canada,CAN,2006,1.8550538,0.49103513,High-income countries
Canada,CAN,2007,1.8769472,0.48972413,High-income countries
Canada,CAN,2008,1.7951187,0.48870328,High-income countries
Canada,CAN,2009,1.7209185,0.48792022,High-income countries
Canada,CAN,2010,1.6630768,0.4870152,High-income countries
Canada,CAN,2011,1.6325978,0.48594883,High-income countries
Canada,CAN,2012,1.6120595,0.48495388,High-income countries
Canada,CAN,2013,1.6114085,0.4840156,High-income countries
Canada,CAN,2014,1.5979333,0.48274338,High-income countries
Canada,CAN,2015,1.5976436,0.48139048,High-income countries
Canada,CAN,2016,1.5779909,0.48095632,High-income countries
Canada,CAN,2017,1.5826746,0.48143262,High-income countries
Canada,CAN,2018,1.5765644,0.48247692,High-income countries
Canada,CAN,2019,1.5686197,0.4836962,High-income countries
Canada,CAN,2020,1.4990996,0.48398498,High-income countries
Canada,CAN,2021,1.460628,0.48342833,High-income countries
Canada,CAN,2022,1.4764147,0.4839707,High-income countries
Canada,CAN,2023,1.453496,0.48566964,High-income countries
Canada,CAN,-10000,,0.38343516,
Canada,CAN,-9000,,0.33720025,
Canada,CAN,-8000,,0.2912932,
Canada,CAN,-7000,,0.2452935,
Canada,CAN,-6000,,0.19811258,
Canada,CAN,-5000,,0.15258645,
Canada,CAN,-4000,,0.112539604,
Canada,CAN,-3000,,0.08095495,
Canada,CAN,-2000,,0.055170894,
Canada,CAN,-1000,,0.04031739,
Canada,CAN,0,,0.021323137,
Canada,CAN,100,,0.022796668,
Canada,CAN,200,,0.024493052,
Canada,CAN,300,,0.02826359,
Canada,CAN,400,,0.029063247,
Canada,CAN,500,,0.03026451,
Canada,CAN,600,,0.030830262,
Canada,CAN,700,,0.032868795,
Canada,CAN,800,,0.034980915,
Canada,CAN,900,,0.032139596,
Canada,CAN,1000,,0.030915473,
Canada,CAN,1100,,0.030159097,
Canada,CAN,1200,,0.031485155,
Canada,CAN,1300,,0.03506864,
Canada,CAN,1400,,0.04069551,
Canada,CAN,1500,,0.039757393,
Canada,CAN,1600,,0.038748603,
Canada,CAN,1700,,0.033587653,
Canada,CAN,1710,,0.036778945,
Canada,CAN,1720,,0.040773712,
Canada,CAN,1730,,0.045939784,
Canada,CAN,1740,,0.05132551,
Canada,CAN,1750,,0.056097783,
Canada,CAN,1760,,0.06300499,
Canada,CAN,1770,,0.07065607,
Canada,CAN,1780,,0.07664129,
Canada,CAN,2024,,0.48692185,
Canada,CAN,2025,,0.487471,
Canada,CAN,2026,,0.4875231,
Canada,CAN,2027,,0.48729566,
Canada,CAN,2028,,0.48699015,
Canada,CAN,2029,,0.48659185,
Canada,CAN,2030,,0.4861125,
Canada,CAN,2031,,0.4856154,
Canada,CAN,2032,,0.48506153,
Canada,CAN,2033,,0.48437223,
Canada,CAN,2034,,0.4836527,
Canada,CAN,2035,,0.48288405,
Canada,CAN,2036,,0.48206976,
Canada,CAN,2037,,0.48131335,
Canada,CAN,2038,,0.48056045,
Canada,CAN,2039,,0.47976872,
Canada,CAN,2040,,0.47892022,
Canada,CAN,2041,,0.4780823,
Canada,CAN,2042,,0.47729295,
Canada,CAN,2043,,0.4765259,
Canada,CAN,2044,,0.47578707,
Canada,CAN,2045,,0.475125,
Canada,CAN,2046,,0.4744654,
Canada,CAN,2047,,0.47378746,
Canada,CAN,2048,,0.47318807,
Canada,CAN,2049,,0.4725946,
Canada,CAN,2050,,0.47206223,
Canada,CAN,2051,,0.47166687,
Canada,CAN,2052,,0.47137865,
Canada,CAN,2053,,0.47114047,
Canada,CAN,2054,,0.47092667,
Canada,CAN,2055,,0.47081003,
Canada,CAN,2056,,0.47080022,
Canada,CAN,2057,,0.47090727,
Canada,CAN,2058,,0.47116965,
Canada,CAN,2059,,0.47155023,
Canada,CAN,2060,,0.4719611,
Canada,CAN,2061,,0.47244167,
Canada,CAN,2062,,0.47304687,
Canada,CAN,2063,,0.47372824,
Canada,CAN,2064,,0.4744377,
Canada,CAN,2065,,0.47518063,
Canada,CAN,2066,,0.4759673,
Canada,CAN,2067,,0.47684276,
Canada,CAN,2068,,0.47773746,
Canada,CAN,2069,,0.47860575,
Canada,CAN,2070,,0.4795038,
Canada,CAN,2071,,0.4804436,
Canada,CAN,2072,,0.4814234,
Canada,CAN,2073,,0.48239914,
Canada,CAN,2074,,0.48339313,
Canada,CAN,2075,,0.48447922,
Canada,CAN,2076,,0.48566532,
Canada,CAN,2077,,0.48684165,
Canada,CAN,2078,,0.4880513,
Canada,CAN,2079,,0.48932505,
Canada,CAN,2080,,0.4906046,
Canada,CAN,2081,,0.4919845,
Canada,CAN,2082,,0.49337673,
Canada,CAN,2083,,0.49479574,
Canada,CAN,2084,,0.4962885,
Canada,CAN,2085,,0.49775916,
Canada,CAN,2086,,0.49926198,
Canada,CAN,2087,,0.50079405,
Canada,CAN,2088,,0.5024806,
Canada,CAN,2089,,0.5042146,
Canada,CAN,2090,,0.5058308,
Canada,CAN,2091,,0.50755847,
Canada,CAN,2092,,0.5093831,
Canada,CAN,2093,,0.511255,
Canada,CAN,2094,,0.51320523,
Canada,CAN,2095,,0.5152128,
Canada,CAN,2096,,0.5172994,
Canada,CAN,2097,,0.5195448,
Canada,CAN,2098,,0.52191097,
Canada,CAN,2099,,0.524267,
Canada,CAN,2100,,0.52663445,
Cape Verde,CPV,1950,0.0017299795,0.00741994,
Cape Verde,CPV,1951,0.0012057488,0.0073792427,
Cape Verde,CPV,1952,0.0005665284,0.007331218,
Cape Verde,CPV,1953,0.00027545207,0.007272258,
Cape Verde,CPV,1954,0.00032379272,0.007206388,
Cape Verde,CPV,1955,0.00029532923,0.007138932,
Cape Verde,CPV,1956,0.00036982025,0.00707796,
Cape Verde,CPV,1957,0.00022380643,0.0070216195,
Cape Verde,CPV,1958,0.00017411992,0.0069763856,
Cape Verde,CPV,1959,0.0002065572,0.0069578034,
Cape Verde,CPV,1960,0.00023387636,0.006965181,
Cape Verde,CPV,1961,0.00023318005,0.0070181126,
Cape Verde,CPV,1962,0.00018764196,0.007105456,
Cape Verde,CPV,1963,0.00014245957,0.0071843974,
Cape Verde,CPV,1964,0.00027024891,0.0072604967,
Cape Verde,CPV,1965,0.0002262391,0.0073433653,
Cape Verde,CPV,1966,0.0001853212,0.0074320193,
Cape Verde,CPV,1967,0.00014970537,0.007525883,
Cape Verde,CPV,1968,0.00022689931,0.007620782,
Cape Verde,CPV,1969,0.00026581582,0.00771531,
Cape Verde,CPV,1970,0.0002455245,0.0077921418,
Cape Verde,CPV,1971,0.00023613483,0.0078001027,
Cape Verde,CPV,1972,0.00031597703,0.007734548,
Cape Verde,CPV,1973,0.00036422978,0.0076486846,
Cape Verde,CPV,1974,0.00038770042,0.0075712586,
Cape Verde,CPV,1975,0.00045121164,0.0075135566,
Cape Verde,CPV,1976,0.00040735753,0.0074672685,
Cape Verde,CPV,1977,0.00043575105,0.0074171196,
Cape Verde,CPV,1978,0.0010936012,0.007366119,
Cape Verde,CPV,1979,0.001270599,0.0073133367,
Cape Verde,CPV,1980,0.00062042667,0.007269326,
Cape Verde,CPV,1981,0.00017334893,0.0072394814,
Cape Verde,CPV,1982,0.00019415935,0.007213409,
Cape Verde,CPV,1983,0.00019292424,0.0071883425,
Cape Verde,CPV,1984,0.00042891313,0.007162242,
Cape Verde,CPV,1985,0.00041488974,0.007134402,
Cape Verde,CPV,1986,0.00028437597,0.0071059866,
Cape Verde,CPV,1987,0.00037933042,0.0070757414,
Cape Verde,CPV,1988,0.00033180695,0.007046646,Lower-middle-income countries
Cape Verde,CPV,1989,0.00036007195,0.0070269327,Lower-middle-income countries
Cape Verde,CPV,1990,0.00078989874,0.007046732,Lower-middle-income countries
Cape Verde,CPV,1991,0.00071111566,0.0070976517,Lower-middle-income countries
Cape Verde,CPV,1992,0.00079693994,0.0071454365,Lower-middle-income countries
Cape Verde,CPV,1993,0.0007567658,0.007188997,Lower-middle-income countries
Cape Verde,CPV,1994,0.0007648954,0.007228038,Lower-middle-income countries
Cape Verde,CPV,1995,0.00084079255,0.0072603887,Lower-middle-income countries
Cape Verde,CPV,1996,0.00089114724,0.00728497,Lower-middle-income countries
Cape Verde,CPV,1997,0.0009309437,0.0073049534,Lower-middle-income countries
Cape Verde,CPV,1998,0.0009950058,0.0073212106,Lower-middle-income countries
Cape Verde,CPV,1999,0.0011646381,0.007333364,Lower-middle-income countries
Cape Verde,CPV,2000,0.0011633773,0.007345363,Lower-middle-income countries
Cape Verde,CPV,2001,0.0013540653,0.007358988,Lower-middle-income countries
Cape Verde,CPV,2002,0.0014501575,0.0073694363,Lower-middle-income countries
Cape Verde,CPV,2003,0.0014963485,0.007373167,Lower-middle-income countries
Cape Verde,CPV,2004,0.0014844107,0.0073712002,Lower-middle-income countries
Cape Verde,CPV,2005,0.001509428,0.007364949,Lower-middle-income countries
Cape Verde,CPV,2006,0.0016149719,0.0073556253,Lower-middle-income countries
Cape Verde,CPV,2007,0.0016034173,0.007343086,Lower-middle-income countries
Cape Verde,CPV,2008,0.0014622095,0.0073250947,Lower-middle-income countries
Cape Verde,CPV,2009,0.0016495127,0.007300823,Lower-middle-income countries
Cape Verde,CPV,2010,0.0016696535,0.0072602313,Lower-middle-income countries
Cape Verde,CPV,2011,0.0017839739,0.007192497,Lower-middle-income countries
Cape Verde,CPV,2012,0.0014341936,0.0071094516,Lower-middle-income countries
Cape Verde,CPV,2013,0.0014011808,0.007024774,Lower-middle-income countries
Cape Verde,CPV,2014,0.0013746424,0.006940675,Lower-middle-income countries
Cape Verde,CPV,2015,0.001386746,0.006859053,Lower-middle-income countries
Cape Verde,CPV,2016,0.0015104305,0.0067811375,Lower-middle-income countries
Cape Verde,CPV,2017,0.0015983597,0.0067084045,Lower-middle-income countries
Cape Verde,CPV,2018,0.0015561595,0.0066419593,Lower-middle-income countries
Cape Verde,CPV,2019,0.0016984781,0.006581701,Lower-middle-income countries
Cape Verde,CPV,2020,0.0014707516,0.0065257247,Lower-middle-income countries
Cape Verde,CPV,2021,0.0014758324,0.0064951708,Lower-middle-income countries
Cape Verde,CPV,2022,0.0014881146,0.0064795366,Lower-middle-income countries
Cape Verde,CPV,2023,0.0014155775,0.0064551667,Lower-middle-income countries
Cape Verde,CPV,1600,,0.0019374302,
Cape Verde,CPV,1700,,0.0033587653,
Cape Verde,CPV,1710,,0.004219906,
Cape Verde,CPV,1720,,0.004358634,
Cape Verde,CPV,1730,,0.004561932,
Cape Verde,CPV,1740,,0.004721687,
Cape Verde,CPV,1750,,0.004768484,
Cape Verde,CPV,1760,,0.0049366006,
Cape Verde,CPV,1770,,0.0050916024,
Cape Verde,CPV,1780,,0.00506901,
Cape Verde,CPV,1790,,0.0052506644,
Cape Verde,CPV,1800,,0.0058347937,
Cape Verde,CPV,1810,,0.0054149334,
Cape Verde,CPV,1820,,0.0052618952,
Cape Verde,CPV,1830,,0.0053930245,
Cape Verde,CPV,1840,,0.005688179,
Cape Verde,CPV,1850,,0.005941569,
Cape Verde,CPV,1860,,0.0065250276,
Cape Verde,CPV,1870,,0.007483053,
Cape Verde,CPV,1880,,0.008091019,
Cape Verde,CPV,1890,,0.008543561,
Cape Verde,CPV,1900,,0.009060144,
Cape Verde,CPV,1910,,0.009479178,
Cape Verde,CPV,1920,,0.008199985,
Cape Verde,CPV,1930,,0.008535343,
Cape Verde,CPV,1940,,0.009328311,
Cape Verde,CPV,2024,,0.0064307614,
Cape Verde,CPV,2025,,0.0064061806,
Cape Verde,CPV,2026,,0.0063806954,
Cape Verde,CPV,2027,,0.006355228,
Cape Verde,CPV,2028,,0.006330972,
Cape Verde,CPV,2029,,0.006307503,
Cape Verde,CPV,2030,,0.0062855775,
Cape Verde,CPV,2031,,0.0062631867,
Cape Verde,CPV,2032,,0.0062403847,
Cape Verde,CPV,2033,,0.0062177954,
Cape Verde,CPV,2034,,0.006195244,
Cape Verde,CPV,2035,,0.006174249,
Cape Verde,CPV,2036,,0.0061536026,
Cape Verde,CPV,2037,,0.0061331,
Cape Verde,CPV,2038,,0.0061133397,
Cape Verde,CPV,2039,,0.0060937107,
Cape Verde,CPV,2040,,0.0060735038,
Cape Verde,CPV,2041,,0.0060528917,
Cape Verde,CPV,2042,,0.0060320194,
Cape Verde,CPV,2043,,0.0060110437,
Cape Verde,CPV,2044,,0.0059901658,
Cape Verde,CPV,2045,,0.005969349,
Cape Verde,CPV,2046,,0.005948193,
Cape Verde,CPV,2047,,0.005926019,
Cape Verde,CPV,2048,,0.005903344,
Cape Verde,CPV,2049,,0.0058807894,
Cape Verde,CPV,2050,,0.005858028,
Cape Verde,CPV,2051,,0.0058346125,
Cape Verde,CPV,2052,,0.005811267,
Cape Verde,CPV,2053,,0.0057873023,
Cape Verde,CPV,2054,,0.0057617296,
Cape Verde,CPV,2055,,0.0057348404,
Cape Verde,CPV,2056,,0.0057076965,
Cape Verde,CPV,2057,,0.0056799115,
Cape Verde,CPV,2058,,0.0056511643,
Cape Verde,CPV,2059,,0.005621179,
Cape Verde,CPV,2060,,0.0055903494,
Cape Verde,CPV,2061,,0.005558834,
Cape Verde,CPV,2062,,0.0055261157,
Cape Verde,CPV,2063,,0.00549285,
Cape Verde,CPV,2064,,0.0054595973,
Cape Verde,CPV,2065,,0.0054259175,
Cape Verde,CPV,2066,,0.005390939,
Cape Verde,CPV,2067,,0.005354598,
Cape Verde,CPV,2068,,0.0053180656,
Cape Verde,CPV,2069,,0.005281556,
Cape Verde,CPV,2070,,0.0052448064,
Cape Verde,CPV,2071,,0.005208973,
Cape Verde,CPV,2072,,0.0051733693,
Cape Verde,CPV,2073,,0.005136926,
Cape Verde,CPV,2074,,0.0051002563,
Cape Verde,CPV,2075,,0.0050629647,
Cape Verde,CPV,2076,,0.0050251908,
Cape Verde,CPV,2077,,0.004987667,
Cape Verde,CPV,2078,,0.004950058,
Cape Verde,CPV,2079,,0.0049118157,
Cape Verde,CPV,2080,,0.004872617,
Cape Verde,CPV,2081,,0.004833115,
Cape Verde,CPV,2082,,0.0047934502,
Cape Verde,CPV,2083,,0.0047541475,
Cape Verde,CPV,2084,,0.0047147647,
Cape Verde,CPV,2085,,0.004674744,
Cape Verde,CPV,2086,,0.004634981,
Cape Verde,CPV,2087,,0.004595419,
Cape Verde,CPV,2088,,0.0045558843,
Cape Verde,CPV,2089,,0.004515839,
Cape Verde,CPV,2090,,0.0044758418,
Cape Verde,CPV,2091,,0.004436481,
Cape Verde,CPV,2092,,0.0043976316,
Cape Verde,CPV,2093,,0.0043585147,
Cape Verde,CPV,2094,,0.004319621,
Cape Verde,CPV,2095,,0.0042811013,
Cape Verde,CPV,2096,,0.0042432165,
Cape Verde,CPV,2097,,0.004205814,
Cape Verde,CPV,2098,,0.004169008,
Cape Verde,CPV,2099,,0.004132315,
Cape Verde,CPV,2100,,0.004095672,
Cayman Islands,CYM,1800,,0.00025542147,
Cayman Islands,CYM,1820,,0.00022888006,
Cayman Islands,CYM,1950,,0.00028165817,
Cayman Islands,CYM,1951,,0.00028207354,
Cayman Islands,CYM,1952,,0.00028176303,
Cayman Islands,CYM,1953,,0.00028191725,
Cayman Islands,CYM,1954,,0.00028199167,
Cayman Islands,CYM,1955,,0.00028165686,
Cayman Islands,CYM,1956,,0.0002813541,
Cayman Islands,CYM,1957,,0.00028082973,
Cayman Islands,CYM,1958,,0.00028012026,
Cayman Islands,CYM,1959,,0.0002795731,
Cayman Islands,CYM,1960,,0.00028018843,
Cayman Islands,CYM,1961,,0.00028125176,
Cayman Islands,CYM,1962,,0.00028181061,
Cayman Islands,CYM,1963,,0.000281633,
Cayman Islands,CYM,1964,,0.00028151434,
Cayman Islands,CYM,1965,,0.0002812687,
Cayman Islands,CYM,1966,,0.0002815771,
Cayman Islands,CYM,1967,,0.00028191291,
Cayman Islands,CYM,1968,,0.0002818751,
Cayman Islands,CYM,1969,,0.00028142074,
Cayman Islands,CYM,1970,,0.00028530182,
Cayman Islands,CYM,1971,,0.00029494558,
Cayman Islands,CYM,1972,,0.00030653452,
Cayman Islands,CYM,1973,,0.00031776636,
Cayman Islands,CYM,1974,,0.00032866947,
Cayman Islands,CYM,1975,,0.0003392753,
Cayman Islands,CYM,1976,,0.0003493277,
Cayman Islands,CYM,1977,,0.0003587124,
Cayman Islands,CYM,1978,,0.00036686024,
Cayman Islands,CYM,1979,,0.00037486214,
Cayman Islands,CYM,1980,,0.00038452147,
Cayman Islands,CYM,1981,,0.00039575805,
Cayman Islands,CYM,1982,,0.00040705246,
Cayman Islands,CYM,1983,,0.0004176843,
Cayman Islands,CYM,1984,,0.000428257,
